serialNumber,iaq,timestamp,eVOC,bearing,pressure,humidity,altitude,batteryPercent,eCO2,deviceId,luminance,iaqAccuracy,temperature,userId
VFC7uk23p7z,29.51937,1600307710019,0.534176,-132,97247,50.08844,345.1922,97,517.4954,So15xXTTj0GAoVeomUCA,0,3,23.91485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,27.14238,1602058819271,0.51422,-173,96856,54.24798,378.901,77,507.4207,I1t2t86ZQoGIAv1i30r9,127,3,23.77485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,129.8295,1601617521312,4.493237,-160,94763,56.693,561.2417,92,1702.539,I1t2t86ZQoGIAv1i30r9,23,3,21.90985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1600773914124,0.5,-164,96514,41.38585,408.4764,81,500,So15xXTTj0GAoVeomUCA,4475,1,27.74985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,151.3363,1600098615921,1.651978,111,97534,34.96178,320.5183,97,1040.61,fFrU8brLxN5Wea7PQwJg,4369,3,32.62485,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,250,1598588716785,7.272977,157,96157,48.13791,439.4394,97,2021.127,SAGvj9Ar25aG4i3Xxta1,3,2,24.78485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,69.4929,1599807011752,1.451574,112,96903,53.87296,374.8432,97,955.0579,fFrU8brLxN5Wea7PQwJg,971,3,23.68485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1600771218346,0.5,-95,96529,51.28644,407.1779,92,500,UefkqbOojs07AR21i0ix,458,1,24.91985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,187.0462,1601574315726,44.58625,-156,95847,22.75168,466.4022,99,3220.656,I1t2t86ZQoGIAv1i30r9,85,3,37.42485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25.23317,1600376715068,0.503654,-136,97257,50.33193,344.3309,97,501.9267,So15xXTTj0GAoVeomUCA,3,3,25.39485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,29.63332,1600362314939,0.587244,-137,97098,46.17989,358.0249,97,542.5585,So15xXTTj0GAoVeomUCA,277,3,26.97485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,225.5264,1601700321529,23.24174,-159,94357,61.28554,596.9893,83,2789.685,I1t2t86ZQoGIAv1i30r9,0,3,21.93985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1601875222329,0.5,-166,95895,51.65596,462.2226,93,500,I1t2t86ZQoGIAv1i30r9,1,2,21.39485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,121.3894,1599695117329,2.735665,-28,97359,50.31793,335.5559,97,1374.287,UefkqbOojs07AR21i0ix,0,3,24.37485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,44.39655,1599773115200,0.568323,-138,96928,44.21688,372.6852,97,533.892,So15xXTTj0GAoVeomUCA,0,1,25.12485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,125.0983,1599673516897,2.293686,-18,97290,43.87587,341.4911,97,1257.716,UefkqbOojs07AR21i0ix,49,3,27.47485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,209.6506,1599840614326,52.42732,-138,96818,41.87735,382.183,97,3327.826,So15xXTTj0GAoVeomUCA,695,3,27.06485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,93.33333,1602021023254,1.198566,-174,96339,56.1715,423.6427,82,828.3594,I1t2t86ZQoGIAv1i30r9,0,3,22.35985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,59.95241,1599944710809,0.805665,107,97565,52.46144,317.8567,97,626.2361,fFrU8brLxN5Wea7PQwJg,39,3,23.97985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,28.07405,1602002416122,0.52008,-8,96014,50.61095,451.8683,52,510.4191,UefkqbOojs07AR21i0ix,35,3,21.55985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598288229968,0.5,-138,96831,20.26,381.0603,1073484340,500,SAGvj9Ar25aG4i3Xxta1,898,0,32.195,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,29.74339,1599034809708,0.569005,105,96973,48.11891,368.8028,97,534.2092,fFrU8brLxN5Wea7PQwJg,1824,2,23.75485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,45.04058,1599927618480,0.697847,108,97271,33.31727,343.1261,97,588.2198,fFrU8brLxN5Wea7PQwJg,2253,3,31.40485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,34.44639,1601011215745,0.582056,129,95637,47.81145,484.7069,89,540.21,fFrU8brLxN5Wea7PQwJg,6,3,18.16985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601715315226,0.5,3,94973,59.90754,542.8005,75,500,UefkqbOojs07AR21i0ix,9,2,21.00485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1600791912574,0.5,-164,96244,52.54446,431.8853,77,500,So15xXTTj0GAoVeomUCA,315,1,24.72985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,87.19283,1599955515875,1.057565,107,97624,57.2445,312.7931,97,745.564,fFrU8brLxN5Wea7PQwJg,0,3,22.69485,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1600719611418,0.5,62,96625,58.6245,398.8682,97,500,gbeSfksDVEIUEEz60y87,27,1,25.15485,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,61.66634,1599304816758,0.839419,106,97093,47.56691,358.4554,97,637.0962,fFrU8brLxN5Wea7PQwJg,1573,3,25.84485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,87.03706,1601512216976,3.41585,174,96395,49.81195,418.7873,100,1521.182,I1t2t86ZQoGIAv1i30r9,0,3,21.85485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,151.7886,1599024008304,16.70415,106,96905,59.60802,374.6707,97,2571.185,fFrU8brLxN5Wea7PQwJg,141,3,23.21985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,123.5387,1601639119227,2.494858,-159,94163,52.04046,614.1144,88,1313.332,I1t2t86ZQoGIAv1i30r9,335,3,22.51485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,29.26541,1599256211678,0.543734,102,97394,53.26645,332.5467,97,522.1884,fFrU8brLxN5Wea7PQwJg,0,2,24.36985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,73.33884,1601074216436,1.232492,-65,95727,44.0369,476.8579,109,846.824,UefkqbOojs07AR21i0ix,0,3,21.93985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1600015319060,0.5,120,97594,52.359,315.3673,97,500,gbeSfksDVEIUEEz60y87,163,0,26.23,U6rvFKB7l8gOFQca1lMf8zP0i8X2
wthsftyK5vgu,35.02797,1601972714837,0.589455,-9,96276,49.47594,429.1079,54,543.5527,UefkqbOojs07AR21i0ix,1485,3,21.87485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,122.9538,1599119417060,4.023097,104,97489,49.32392,324.383,97,1629.425,fFrU8brLxN5Wea7PQwJg,965,3,23.05985,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,25,1598781018179,0.5,-120,96055,44.24839,448.3036,97,500,SAGvj9Ar25aG4i3Xxta1,222,1,27.79985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1599942016568,0.5,-109,97477,48.56942,325.4139,97,500,UefkqbOojs07AR21i0ix,0,1,26.12485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,207.4018,1601828709730,11.72945,-37,95412,48.04443,504.3555,62,2337.298,UefkqbOojs07AR21i0ix,93,3,22.23985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599683121047,0.5,69,97274,56.3885,342.8683,97,500,gbeSfksDVEIUEEz60y87,84,0,24.91,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,25,1599516316917,0.5,105,97745,47.03241,302.4161,97,500,fFrU8brLxN5Wea7PQwJg,0,2,21.01485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25.09024,1598930417565,0.501992,105,96912,58.92702,374.0665,97,501.0524,fFrU8brLxN5Wea7PQwJg,0,2,19.02485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,70.22837,1598550617208,0.967608,109,96597,31.41825,401.291,97,686.7559,fFrU8brLxN5Wea7PQwJg,875,3,30.13985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,27.03577,1600572012840,0.516602,151,96737,62.99756,389.1823,78,508.6432,I1t2t86ZQoGIAv1i30r9,0,3,22.16985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,25,1601467036100,0.5,172,96792,47.515,384.4291,104,500,I1t2t86ZQoGIAv1i30r9,713,0,24.895,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,63.97326,1599391212274,0.857355,103,97048,43.52937,362.3343,97,642.6907,fFrU8brLxN5Wea7PQwJg,1853,3,24.60985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,249.9249,1600480816394,274.0918,109,97142,63.18355,354.2334,97,4422.022,fFrU8brLxN5Wea7PQwJg,0,2,23.98485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,41.01313,1599780016355,0.769276,110,96977,51.28894,368.4574,97,614.0063,fFrU8brLxN5Wea7PQwJg,0,3,23.15485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,175.8673,1600286110965,2.720309,-137,97157,45.6484,352.9411,97,1370.564,So15xXTTj0GAoVeomUCA,0,3,25.91485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,44.59735,1600856111758,0.654902,-162,96341,53.30447,423.4694,88,571.4131,I1t2t86ZQoGIAv1i30r9,1196,3,23.88485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,48.86724,1599067214384,0.853939,106,97036,30.55275,363.369,97,641.6345,fFrU8brLxN5Wea7PQwJg,933,3,27.64485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,34.6261,1603366222175,0.594997,101,97009,47.59192,365.697,99,546.0289,fFrU8brLxN5Wea7PQwJg,2342,3,24.06985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598288999374,0.5,-145,96835,18.65,380.715,1073484340,500,SAGvj9Ar25aG4i3Xxta1,3465,0,33.405,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1600807816338,0.5,104,96288,43.56238,428.0671,-250,500,fFrU8brLxN5Wea7PQwJg,12,0,27.71485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,119.3301,1599668414986,1.658755,115,97298,26.40269,340.8032,97,1043.318,fFrU8brLxN5Wea7PQwJg,4772,3,36.56985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,41.04347,1602228021470,0.757833,-172,97435,51.67896,329.023,58,610.0406,I1t2t86ZQoGIAv1i30r9,121,3,24.53985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,135.7956,1600447516952,3.205922,110,97275,45.99738,342.782,97,1479.223,fFrU8brLxN5Wea7PQwJg,1396,3,27.93485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,38.5255,1602070521709,0.636308,-174,97045,53.29147,362.5931,76,563.7913,I1t2t86ZQoGIAv1i30r9,125,3,23.68985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,132.7046,1603392322098,6.691413,102,97089,53.74847,358.7999,99,1965.995,fFrU8brLxN5Wea7PQwJg,13,3,22.25985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,36.30016,1600579213037,0.591657,151,96731,62.79356,389.7012,77,544.5393,I1t2t86ZQoGIAv1i30r9,22,3,21.64485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,119.9179,1599411005684,1.509826,105,97089,51.81395,358.7999,97,981.0862,fFrU8brLxN5Wea7PQwJg,95,3,23.28485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1601112916040,0.5,-72,95755,47.90392,474.4174,109,500,UefkqbOojs07AR21i0ix,1235,2,23.59485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598444113583,0.5,-46,96798,34.97639,383.9109,97,500,UefkqbOojs07AR21i0ix,764,0,27.60061,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25.24211,1600426215665,0.501824,108,97373,51.12044,334.3527,97,500.9634,fFrU8brLxN5Wea7PQwJg,2216,2,25.31485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,38.72566,1603385118462,0.617193,101,97097,52.33746,358.1108,99,555.7206,fFrU8brLxN5Wea7PQwJg,14,3,22.16485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,54.05719,1599963615609,0.605759,-110,97612,48.72192,313.8228,97,550.7722,UefkqbOojs07AR21i0ix,0,1,25.50985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,50.92532,1600603514116,0.93535,158,96676,56.40899,394.4563,74,665.7303,I1t2t86ZQoGIAv1i30r9,554,3,24.64985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1599691232670,0.5,-139,97367,45.9165,334.8683,97,500,So15xXTTj0GAoVeomUCA,0,0,24.785,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,120.4695,1601804723977,2.693239,-169,95392,47.71192,506.1041,90,1363.948,I1t2t86ZQoGIAv1i30r9,331,3,21.58985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,111.182,1602619221371,1.892985,103,96309,48.19093,426.2448,99,1130.698,fFrU8brLxN5Wea7PQwJg,38,3,21.22985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1600772120129,0.5,-96,96516,49.97243,408.3033,92,500,UefkqbOojs07AR21i0ix,536,1,25.04985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,163.289,1598715918741,15.66565,-33,95961,54.32247,456.4787,97,2528.724,UefkqbOojs07AR21i0ix,376,3,24.47485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,77.57661,1598616012466,0.707536,106,95888,41.42584,462.8319,97,591.8682,fFrU8brLxN5Wea7PQwJg,1576,1,27.16985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,179.7323,1601708420861,7.419696,-160,94761,62.13755,561.4179,83,2034.34,I1t2t86ZQoGIAv1i30r9,23,3,21.80485,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598309715568,0.5,-178,96939,38.9345,371.7361,97,500,SAGvj9Ar25aG4i3Xxta1,0,0,22.835,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,139.6522,1601476214421,1.066026,170,96599,46.5174,401.118,100,750.8354,I1t2t86ZQoGIAv1i30r9,1349,1,24.77985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,153.843,1601496019984,61.60681,174,96503,46.74841,409.4289,100,3434.561,I1t2t86ZQoGIAv1i30r9,83,3,24.67485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,231.6201,1599664817800,7.731905,113,97246,21.92816,345.2775,97,2061.606,fFrU8brLxN5Wea7PQwJg,5060,3,40.90485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1600689919518,0.5,129,96781,38.59383,385.3799,97,500,fFrU8brLxN5Wea7PQwJg,889,1,29.87485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,255.6341,1600942213902,15.413,-173,96228,22.62667,433.274,98,2517.968,So15xXTTj0GAoVeomUCA,43234,2,41.43985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,29.78704,1601572212500,0.553642,-16,95853,51.20245,465.8793,88,526.9666,UefkqbOojs07AR21i0ix,2,3,22.95485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,60.76771,1599058212654,1.051705,107,96951,34.96779,370.7006,97,741.8884,fFrU8brLxN5Wea7PQwJg,3247,3,26.88485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,246.885,1598595016339,34.87874,104,96143,48.0779,440.656,97,3058.218,fFrU8brLxN5Wea7PQwJg,510,3,25.53985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,66.10229,1599615316745,1.069241,104,97775,54.05497,299.845,97,752.8279,fFrU8brLxN5Wea7PQwJg,0,3,21.41985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,25,1599639316786,0.5,55,97659,53.20647,309.79,97,500,UefkqbOojs07AR21i0ix,295,1,22.58485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,250,1602040815739,6.332829,-174,96531,61.03054,407.0042,79,1929.559,I1t2t86ZQoGIAv1i30r9,0,2,21.96485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,239.7636,1601017514342,12.73547,131,95669,49.98094,481.9157,88,2391.734,fFrU8brLxN5Wea7PQwJg,343,3,21.32985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,193.3326,1601545519219,45.8382,-156,95974,25.00621,455.3474,99,3238.976,I1t2t86ZQoGIAv1i30r9,380,3,35.15985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598343013809,0.5,180,96751,48.3845,387.9723,97,500,SAGvj9Ar25aG4i3Xxta1,718,0,21.94,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,25,1600782915202,0.5,-164,96366,46.55639,421.3016,79,500,So15xXTTj0GAoVeomUCA,1610,1,26.18985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,41.95937,1599354316394,0.648395,103,97110,50.50944,356.9908,97,568.7706,fFrU8brLxN5Wea7PQwJg,0,3,22.46985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,231.2508,1598797215749,131.9244,104,96550,54.84497,405.3592,97,3938.288,fFrU8brLxN5Wea7PQwJg,658,3,23.55985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,250,1598627714626,5.111701,109,95917,47.9429,460.3074,97,1787.849,fFrU8brLxN5Wea7PQwJg,175,2,26.64985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,67.15227,1599622514378,1.024327,103,97700,54.79198,306.274,97,724.4395,fFrU8brLxN5Wea7PQwJg,0,3,20.82985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,145.8675,1600754409042,2.381758,132,96669,58.56751,395.0617,97,1282.642,fFrU8brLxN5Wea7PQwJg,174,3,23.98485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,137.1896,1602281123621,8.185851,-173,97311,57.137,339.6845,53,2099.348,I1t2t86ZQoGIAv1i30r9,88,3,23.25485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,52.44701,1601929222479,0.787001,-175,96366,52.16296,421.3016,90,620.0341,I1t2t86ZQoGIAv1i30r9,90,3,22.08985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,38.93899,1598753116952,0.618096,98,95902,63.84005,461.6133,97,556.1075,fFrU8brLxN5Wea7PQwJg,0,2,19.56985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599685819121,0.5,69,97280,56.9895,342.3517,97,500,gbeSfksDVEIUEEz60y87,13,0,24.925,U6rvFKB7l8gOFQca1lMf8zP0i8X2
VFC7uk23p7z,98.63058,1600010716610,5.313646,-141,97676,40.43234,308.3323,97,1813.481,So15xXTTj0GAoVeomUCA,969,3,28.63985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1599159915796,0.5,105,97631,41.72335,312.1925,97,500,fFrU8brLxN5Wea7PQwJg,41,2,25.28985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1598726110342,0.5,99,95976,52.16394,455.1735,97,500,fFrU8brLxN5Wea7PQwJg,39,1,24.22485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,243.9317,1601025311168,94.70088,-174,95613,35.61331,486.801,97,3718.987,So15xXTTj0GAoVeomUCA,546,3,27.23985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,76.14401,1601736914934,0.700874,-32,94747,49.36593,562.6485,71,589.365,UefkqbOojs07AR21i0ix,2197,1,23.59485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,53.06591,1599053712292,0.9245,107,96953,38.50032,370.5281,97,662.6428,fFrU8brLxN5Wea7PQwJg,2422,3,25.88985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,207.5408,1600943111377,13.77349,-173,96197,21.88966,435.9661,98,2443.568,So15xXTTj0GAoVeomUCA,52188,3,42.18985,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,230.4889,1600028414608,2.182609,64,97680,59.98652,307.9894,97,1224.878,gbeSfksDVEIUEEz60y87,10,1,25.08985,U6rvFKB7l8gOFQca1lMf8zP0i8X2
m3wjc22wyh88,159.3967,1603430124414,4.041845,102,96824,62.52205,381.6649,98,1632.501,fFrU8brLxN5Wea7PQwJg,0,3,22.02985,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,247.813,1602041721980,6.235162,-173,96545,61.14304,405.7921,79,1919.277,I1t2t86ZQoGIAv1i30r9,0,2,21.94985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,25,1603354522355,0.5,100,97147,53.11497,353.8026,99,500,fFrU8brLxN5Wea7PQwJg,1454,2,22.32985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,30.24956,1599729615825,0.626714,110,97216,49.43291,347.8603,97,559.7714,fFrU8brLxN5Wea7PQwJg,889,3,24.00485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,240.0937,1601691915324,53.71931,1,94312,61.51105,600.959,78,3343.931,UefkqbOojs07AR21i0ix,0,3,21.46485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,177.8803,1601832021877,39.73528,-164,95431,31.60524,502.6948,100,3144.457,I1t2t86ZQoGIAv1i30r9,10,3,29.68485,ztx11HwFoJPuDJd1p7lLilvvkjg2
mw2abb4re9uh,105.9075,1598784613129,0.853091,-123,96143,43.96488,440.656,97,641.3714,SAGvj9Ar25aG4i3Xxta1,291,1,28.64485,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,25,1599711918523,0.5,69,97212,56.3375,348.2045,97,500,gbeSfksDVEIUEEz60y87,0,0,22.72,U6rvFKB7l8gOFQca1lMf8zP0i8X2
wthsftyK5vgu,31.22051,1601118308070,0.559869,-107,95712,36.52532,478.1659,107,529.9263,UefkqbOojs07AR21i0ix,95,3,22.81985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,65.79461,1600409116638,0.980081,109,97324,57.717,338.5665,97,695.2289,fFrU8brLxN5Wea7PQwJg,212,3,22.57485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,71.34292,1601127313838,1.125005,-106,95676,38.53384,481.3047,105,786.4587,UefkqbOojs07AR21i0ix,102,3,22.99985,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,38.23264,1599334513499,0.609,105,97059,47.98991,361.3857,97,552.1844,fFrU8brLxN5Wea7PQwJg,41,3,24.73485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,38.58031,1599732919369,0.804276,-27,97180,47.58891,350.9603,97,625.7795,UefkqbOojs07AR21i0ix,734,3,23.88985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,59.64229,1600351518817,1.953208,-139,97096,41.91035,358.1967,97,1151.417,So15xXTTj0GAoVeomUCA,1830,3,28.22985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,65.37849,1600033513595,0.65278,-111,97789,48.30792,298.6449,97,570.5541,UefkqbOojs07AR21i0ix,0,1,26.38485,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7z,65.67989,1599995413214,2.376366,-141,97763,33.92977,300.8735,97,1281.143,So15xXTTj0GAoVeomUCA,4014,3,33.05985,ztx11HwFoJPuDJd1p7lLilvvkjg2
,25,1598398211642,0.5,148,96476,39.461,411.7678,97,500,SAGvj9Ar25aG4i3Xxta1,0,0,25.845,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,218.6036,1598671817143,56.09853,-32,95963,56.93999,456.3043,97,3372.6,UefkqbOojs07AR21i0ix,0,3,23.99485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,101.9149,1602287425632,2.970212,-173,97266,61.46503,343.5569,52,1428.704,I1t2t86ZQoGIAv1i30r9,0,3,23.09985,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,63.22649,1602010516405,0.807989,-9,96100,53.19197,444.3917,52,626.9982,UefkqbOojs07AR21i0ix,61,3,21.49985,ztx11HwFoJPuDJd1p7lLilvvkjg2
VFC7uk23p7zk,249.9507,1601063105210,1000,158,95662,52.72096,482.5263,90,11289.9,So15xXTTj0GAoVeomUCA,1,3,21.40485,ztx11HwFoJPuDJd1p7lLilvvkjg2
wthsftyK5vgu,74.35958,1600196414062,1.070383,-113,97184,47.3304,350.6154,97,753.534,UefkqbOojs07AR21i0ix,0,3,27.01485,ztx11HwFoJPuDJd1p7lLilvvkjg2
dFp6ndvpmcg,83.42884,1600071611754,1.057534,64,97734,61.81004,303.3588,97,745.5446,gbeSfksDVEIUEEz60y87,91,3,23.74985,U6rvFKB7l8gOFQca1lMf8zP0i8X2
wthsftyK5vgu,75.02583,1599947416148,0.695718,-112,97557,49.90392,318.5437,97,587.4111,UefkqbOojs07AR21i0ix,0,1,25.95485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,213.7965,1598787313026,152.9316,107,96205,54.90047,435.2712,97,4036.037,fFrU8brLxN5Wea7PQwJg,774,3,23.71485,ztx11HwFoJPuDJd1p7lLilvvkjg2
fKuASomCxPUz,53.0786,1601523024773,1.077213,172,96197,51.26096,435.9661,100,757.7415,I1t2t86ZQoGIAv1i30r9,0,3,21.52485,ztx11HwFoJPuDJd1p7lLilvvkjg2
m3wjc22wyh88,168.183,1598715316738,20.19215,104,95982,51.67694,454.6513,97,2696.636,fFrU8brLxN5Wea7PQwJg,440,3,24.78485,ztx11HwFoJPuDJd1p7lLilvvkjg2
